company_name,website,sector,contact_name,email,linkedin,location,employee_count,source,ai_score,ai_reason,tag,phone,google_rating,place_id,search_town,category,enrichment_source,enrichment_status,ai_enriched,email_guessed,contact_verified,generic_email,contact_names,personal_email_guesses,contact_titles,multiple_contacts,principal_name,principal_email_guess,facebook_url,contact_email,team_email_guesses,email_type,name_review_needed,missing_email,website_verified,data_score,enrichment_attempts,confidence_score,refinement_notes,contact_source,last_enriched_date,mailshot_category,missing_name_final,data_quality
Southview Surgery,http://www.southviewmedicalpractice.nhs.uk/,General Wellness,,prescriptionservice.bhg@nhs.net,,"Guildford Rd, Woking GU22 7RR",,,2,"NHS clinic, not suitable for small professional space",clinic-target,01483 766099,2.2/5 (87 reviews),,,unit8,website,missing_name,,false,,info@southviewmedicalpractice.nhs.uk,Southview Medical; Accessible Information Standard; Disability Access; Electronic Patient Records; Infection Control,southview.medical@southviewmedicalpractice.nhs.uk; s.medical@southviewmedicalpractice.nhs.uk; southview@southviewmedicalpractice.nhs.uk; medical@southviewmedicalpractice.nhs.uk; southview_medical@southviewmedicalpractice.nhs.uk; southviewmedical@southviewmedicalpractice.nhs.uk; southviewm@southviewmedicalpractice.nhs.uk; sm@southviewmedicalpractice.nhs.uk,; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Surrey Dental & Aesthetics,http://www.sdaa.uk/,Cosmetic dentistry,,,,"40A Station Approach, West Byfleet KT14 6NE, UK",,,9,Cosmetic dental practice fits well in a professional clinical space.,clinic-target,01932 352486,5/5 (267 reviews),,,unit8,companies_house,incomplete,,,false,info@sdaa.uk,,open.hours@sdaa.uk | o.hours@sdaa.uk | open@sdaa.uk | hours@sdaa.uk | open_hours@sdaa.uk | openhours@sdaa.uk | openh@sdaa.uk | oh@sdaa.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Open Hours; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Revive Footcare West Byfleet,http://www.parkview-podiatry.co.uk/,Podiatry,,,,"Pyrford Rd, West Byfleet KT14 6LD, UK",,,9,Health clinic suitable for client-facing services in a professional space.,clinic-target,07790 142401,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,info@parkview-podiatry.co.uk,,,,,,,,,,,,,,,,,,,,,,
Podiatry Foot Clinic - West Byfleet,https://privategpclinic.co.uk/podiatry/,General Wellness,,,,"Health Centre, West Byfleet KT14 6DH, UK",,,9,Podiatry requires a clinical space for patient consultations and treatments.,clinic-target,01932 344004,,,,unit8,companies_house,incomplete,,,false,info@privategpclinic.co.uk,Victoria Road,victoria.road@privategpclinic.co.uk; v.road@privategpclinic.co.uk; victoriar@privategpclinic.co.uk; vr@privategpclinic.co.uk; road@privategpclinic.co.uk; victoria@privategpclinic.co.uk; victoria_road@privategpclinic.co.uk; victoriaroad@privategpclinic.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Bedser Hub,http://www.nwsurreyccg.nhs.uk/localityhubs,Health Clinic,,,,"Heathside Rd, Woking GU22 7HS, UK",,,2,"NHS clinic, not suitable for private professional space",clinic-target,01483 545300,4/5 (7 reviews),,,unit8,not_found,incomplete,,,,info@nwsurreyccg.nhs.uk,,,,,,,,,,,,,,,,,,,,,,
"Raphael Lopez de Soto, Psychotherapist",http://raphaellopezdesoto.com/,Mental Health,,contact@raphaellopezdesoto.com,,"3a Oriental Rd, Woking GU22 7AH, UK",,,9,Ideal for client-facing therapy sessions in a quiet space,wellness,01483 724300,,,,unit8,website,missing_name,,false,,contact@raphaellopezdesoto.com,Raphael Lopezdesoto,raphael.lopezdesoto@raphaellopezdesoto.com; r.lopezdesoto@raphaellopezdesoto.com; raphael@raphaellopezdesoto.com; lopezdesoto@raphaellopezdesoto.com; raphael_lopezdesoto@raphaellopezdesoto.com; raphaellopezdesoto@raphaellopezdesoto.com; raphaell@raphaellopezdesoto.com; rl@raphaellopezdesoto.com,,FALSE,,,,,,,,,,,,,,,,,,
Priory Life Works House - Residential Addiction Treatment in Surrey,https://www.priorygroup.com/locations/life-works?utm_source=google_my_business&utm_medium=organic&utm_campaign=private&utm_content=life-works,Mental Health,,info@priorygroup.com,https://uk.linkedin.com/company/priory,"High St, Old Woking, Woking GU22 8LB",,,4,Large facility likely requires more space than Unit 8 offers,wellness,01483 757572,3.6/5 (18 reviews),,,unit8,website,missing_name,,false,,info@priorygroup.com,Priory Life Works House; Priory Suicide Prevention Strategy; Race Equality Standards Report,priory.house@priorygroup.com; p.house@priorygroup.com; priory@priorygroup.com; house@priorygroup.com; priory_house@priorygroup.com; prioryhouse@priorygroup.com; prioryh@priorygroup.com; ph@priorygroup.com,; ; ,TRUE,,,,,,,,,,,,,,,,,,
My Planet Health Counselling,http://www.myplanethealth.co.uk/,Mental Health,,,,"Send, Surrey GU23 7ET, UK",,,9,Counselling is a client-facing health practice that fits well in a professional and quiet space.,wellness,07940 526602,5/5 (3 reviews),,,unit8,companies_house,incomplete,,,false,info@myplanethealth.co.uk,,my.planet@myplanethealth.co.uk | m.planet@myplanethealth.co.uk | my@myplanethealth.co.uk | planet@myplanethealth.co.uk | my_planet@myplanethealth.co.uk | myplanet@myplanethealth.co.uk | myp@myplanethealth.co.uk | mp@myplanethealth.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:My Planet; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Body Torque Pilates,http://www.body-torque.com/,Massage Therapy,,info@body-torque.com,,"Oriental Rd, Woking GU22 7BD, UK",,,8,Small pilates studio suitable for client-facing wellness practices,wellness,07958 442382,5/5 (12 reviews),,,unit8,website,missing_name,,false,,info@body-torque.com,Pilates Classes; Specialist Training; Coronary Heart Disease; High Blood Pressure,pilates.classes@body-torque.com; p.classes@body-torque.com; pilates@body-torque.com; classes@body-torque.com; pilates_classes@body-torque.com; pilatesclasses@body-torque.com; pilatesc@body-torque.com; pc@body-torque.com,; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Karma Yoga and Pilates,http://www.karmayogaandpilates.co.uk/,Yoga/Pilates,,karmayogapilates@outlook.com,,"Hermitage Rd, Woking GU21 8TL, UK",,,8,Small yoga studio suitable for group classes in a professional space,wellness,07859 892824,5/5 (87 reviews),,,unit8,website,missing_name,,false,,info@karmayogaandpilates.co.uk,Karma Yoga,karma.yoga@karmayogaandpilates.co.uk; k.yoga@karmayogaandpilates.co.uk; karma@karmayogaandpilates.co.uk; yoga@karmayogaandpilates.co.uk; karma_yoga@karmayogaandpilates.co.uk; karmayoga@karmayogaandpilates.co.uk; karmay@karmayogaandpilates.co.uk; ky@karmayogaandpilates.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Pilates by George,http://www.pilatesbygeorge.co.uk/,General Wellness,,george@pilatesbygeorge.co.uk,,"White Rose Ln, Woking GU22 7HA, UK",,,8,Small pilates studio suitable for client-facing wellness practices,wellness,07775 924804,,,,unit8,website,missing_name,,false,,info@pilatesbygeorge.co.uk,Woking Pilates,george@pilatesbygeorge.co.uk; woking.pilates@pilatesbygeorge.co.uk; w.pilates@pilatesbygeorge.co.uk; woking@pilatesbygeorge.co.uk; pilates@pilatesbygeorge.co.uk; woking_pilates@pilatesbygeorge.co.uk; wokingpilates@pilatesbygeorge.co.uk; wokingp@pilatesbygeorge.co.uk; wp@pilatesbygeorge.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
acb Pilates,http://www.acbpilates.co.uk/,Yoga/Pilates,,amy@acbpilates.co.uk,,"Chobham, Woking GU24 8PD, UK",,,8,Small pilates studio fits well in a professional space for client-facing wellness practices.,wellness,07956 337231,5/5 (12 reviews),,,unit8,website,missing_name,,false,,info@acbpilates.co.uk,Chobham Surrey; Useful Contacts,amy@acbpilates.co.uk; chobham.surrey@acbpilates.co.uk; c.surrey@acbpilates.co.uk; chobham@acbpilates.co.uk; surrey@acbpilates.co.uk; chobham_surrey@acbpilates.co.uk; chobhamsurrey@acbpilates.co.uk; chobhams@acbpilates.co.uk; cs@acbpilates.co.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
Woking Tai Chi For Health,http://wokingtaichi.org/,Aesthetics/Beauty,,chiwaianita@yahoo.co.uk,,"White Rose Ln, Woking GU22 7HA, UK",,,7,Suitable for wellness practices but may need to consider space for group classes.,wellness,01483 760641,5/5 (2 reviews),,,unit8,website,missing_name,,false,,info@wokingtaichi.org,Woking Tai; Improvers Class,woking.tai@wokingtaichi.org; w.tai@wokingtaichi.org; woking@wokingtaichi.org; tai@wokingtaichi.org; woking_tai@wokingtaichi.org; wokingtai@wokingtaichi.org; wokingt@wokingtaichi.org; wt@wokingtaichi.org,; ,TRUE,,,,,,,,,,,,,,,,,,
mojoyoga,http://mojoyoga.uk/,Yoga/Pilates,,,,"Horsell, Woking GU21 4SS, UK",,,8,Small yoga studio suitable for client-facing wellness practices,wellness,07887 648822,5/5 (16 reviews),,,unit8,not_found,incomplete,,,,info@mojoyoga.uk,Mojo Yoga; Available Classes; Patsi Bucknall,mojo.yoga@mojoyoga.uk; m.yoga@mojoyoga.uk; mojo@mojoyoga.uk; yoga@mojoyoga.uk; mojo_yoga@mojoyoga.uk; mojoyoga@mojoyoga.uk; mojoy@mojoyoga.uk; my@mojoyoga.uk,; ; ,TRUE,,,,,,,,,,,,,,,,,,
adiyog - yoga and well being,https://www.adiyog.co.uk/,Yoga/Pilates,,anjali@adiyog.co.uk,,"6 Barrens Cl, Woking GU22 7JZ, UK",,,8,Small yoga studio fits well in a professional space for group classes,wellness,07887 840463,,,,unit8,website,missing_name,,false,,info@adiyog.co.uk,Adiyog 1,,,FALSE,,,,,,,,,,,,,,,,,,
Marica Yoga,https://www.maricayoga.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5029110302639390511,Yoga/Pilates,,,,"St John's, Woking GU21 7SQ, UK",,,8,Small pilates/yoga studio suitable for group classes in a professional space.,wellness,07711 852040,5/5 (13 reviews),,,unit8,not_found,incomplete,,,,info@maricayoga.com,Marica Yoga; Upcoming Events; What Makes This Different; What Others Say; Walkies Talkies,marica.yoga@maricayoga.com; m.yoga@maricayoga.com; marica@maricayoga.com; yoga@maricayoga.com; marica_yoga@maricayoga.com; maricayoga@maricayoga.com; maricay@maricayoga.com; my@maricayoga.com,; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Oriental Massage Woking,http://orientalmassagewoking.co.uk/,Massage Therapy,,orientalmassagewoking@outlook.com,,"56a Chertsey Rd, Woking GU21 5BG, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07795 192808,4.5/5 (73 reviews),,,unit8,website,missing_name,,false,,info@orientalmassagewoking.co.uk,Oriental Massages; Full Body; Deep Tissue; Swedish Body; Trigger Point; Indian Head; Four Hands; Hot Stones,oriental.massages@orientalmassagewoking.co.uk; o.massages@orientalmassagewoking.co.uk; oriental@orientalmassagewoking.co.uk; massages@orientalmassagewoking.co.uk; oriental_massages@orientalmassagewoking.co.uk; orientalmassages@orientalmassagewoking.co.uk; orientalm@orientalmassagewoking.co.uk; om@orientalmassagewoking.co.uk,; ; ; ; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Hijama in Woking with SahiRecovery (Cupping Clinic),http://www.hijamawoking.co.uk/,Massage Therapy,,,,"Princess Rd, Woking GU22 8EQ, UK",,,8,Cupping therapy is a client-facing wellness practice that fits well in a professional space.,wellness,07366 741818,5/5 (254 reviews),,,unit8,openai,incomplete,,,,info@hijamawoking.co.uk,Hijama Woking,hijama.woking@hijamawoking.co.uk; h.woking@hijamawoking.co.uk; hijama@hijamawoking.co.uk; woking@hijamawoking.co.uk; hijama_woking@hijamawoking.co.uk; hijamawoking@hijamawoking.co.uk; hijamaw@hijamawoking.co.uk; hw@hijamawoking.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Real Touch Massage,http://realtouchmassage.com/,Massage Therapy,,,,"20 Priory Cl, Woking GU21 5TN, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,07956 336965,5/5 (29 reviews),,,unit8,companies_house,incomplete,,,false,info@realtouchmassage.com,,real.touch@realtouchmassage.com | r.touch@realtouchmassage.com | real@realtouchmassage.com | touch@realtouchmassage.com | real_touch@realtouchmassage.com | realtouch@realtouchmassage.com | realt@realtouchmassage.com | rt@realtouchmassage.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Real Touch; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Just Love Acupuncture,https://www.justloveacupuncture.com/,General Wellness,,claire.berghorst@gmail.com,,"3 Arreton Mead, Woking GU21 4HW, UK",,,9,Acupuncture is a client-facing health practice that fits well in a professional and quiet space.,wellness,07590 380363,5/5 (6 reviews),,,unit8,website,missing_name,,false,,info@justloveacupuncture.com,Orthopaedic Acupuncture; Traditional Chinese Medicine; Immune System Issues; Chronic Pain,orthopaedic.acupuncture@justloveacupuncture.com; o.acupuncture@justloveacupuncture.com; orthopaedic@justloveacupuncture.com; acupuncture@justloveacupuncture.com; orthopaedic_acupuncture@justloveacupuncture.com; orthopaedicacupuncture@justloveacupuncture.com; orthopaedica@justloveacupuncture.com; oa@justloveacupuncture.com,; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Rekas Holistic Massage Therapy,https://www.facebook.com/profile.php?id=61573644852203,Massage Therapy,,,,"28 Limewood Cl, Woking GU21 8XA, UK",,,9,Ideal for client-facing massage therapy in a quiet professional space.,"wellness,facebook-only,facebook-only,facebook-only,facebook-only",07557 149396,5/5 (7 reviews),,,unit8,not_found,incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolyn Hill Holistic life coach,https://www.carolynhill.co.uk/,wellness coaching,,,,"Henslow Way, Woking GU21 5RA, UK",,,6,Home-based business looking to upgrade to a professional space,wellness,07479 309301,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@carolynhill.co.uk,,carolyn.hill@carolynhill.co.uk | c.hill@carolynhill.co.uk | carolyn@carolynhill.co.uk | hill@carolynhill.co.uk | carolyn_hill@carolynhill.co.uk | carolynhill@carolynhill.co.uk | carolynh@carolynhill.co.uk | ch@carolynhill.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Carolyn Hill; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Good Vibrations Crystal Healing & Wellbeing,https://www.facebook.com/goodvibrationscrystals,General Wellness,,,,"Horsell, Woking GU21 4SZ, UK",,,8,Suitable for client-facing wellness practices focused on holistic health.,"wellness,facebook-only,facebook-only,facebook-only,facebook-only",07960 694478,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
BodyLab Aesthetics Clinic Woking,https://www.bodylabae.co.uk/,Aesthetics/Beauty,,,,"Church St E, Woking GU21 6HR, UK",,,8,Aesthetics clinic suitable for client-facing health practices,clinic-target,07384 669735,5/5 (32 reviews),,,unit8,companies_house,incomplete,,,false,hello@bodylabae.co.uk,Victoria Place,bodylab.aesthetics@bodylabae.co.uk | b.aesthetics@bodylabae.co.uk | bodylab@bodylabae.co.uk | aesthetics@bodylabae.co.uk | bodylab_aesthetics@bodylabae.co.uk | bodylabaesthetics@bodylabae.co.uk | bodylaba@bodylabae.co.uk | ba@bodylabae.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:BodyLab Aesthetics; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Hypnosis Woking,https://hypnosiswoking.com/,Mental Health,,,,"Ottershaw, Chertsey KT16 0ND, UK",,,8,Hypnosis is a client-facing wellness practice that fits well in a professional space.,wellness,07505 272809,5/5 (48 reviews),,,unit8,website,incomplete,,,,info@hypnosiswoking.com,Hypnosis Woking; Anger Management; Exam Nerves; Pain Management; Panic Attacks; Public Speaking; Trouble Sleeping,hypnosis.woking@hypnosiswoking.com; h.woking@hypnosiswoking.com; hypnosis@hypnosiswoking.com; woking@hypnosiswoking.com; hypnosis_woking@hypnosiswoking.com; hypnosiswoking@hypnosiswoking.com; hypnosisw@hypnosiswoking.com; hw@hypnosiswoking.com,; ; ; ; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
Weybridge Hypnotherapy & Mindfulness,https://weybridgetherapy.co.uk/,Mental Health,,,,"30 Monument Grn, Weybridge KT13 8QW, UK",,,9,"Hypnotherapy and mindfulness practices are client-facing and require a quiet, professional space.",wellness,01932 853714,5/5 (23 reviews),,,unit8,not_found,incomplete,,,,info@weybridgetherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Maragno Nutritional Therapist,http://www.maragno.co.uk/,General Wellness,,,,"113 Queen Elizabeth Way, Woking GU22 9AH, UK",,,6,Currently home-based looking to upgrade to a professional space,wellness,07719 143065,5/5 (6 reviews),,,unit8,companies_house,incomplete,,,false,info@maragno.co.uk,,elizabeth.way@maragno.co.uk | e.way@maragno.co.uk | elizabeth@maragno.co.uk | way@maragno.co.uk | elizabeth_way@maragno.co.uk | elizabethway@maragno.co.uk | elizabethw@maragno.co.uk | ew@maragno.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Elizabeth Way; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Live For Fitness (Female Personal Trainer),http://www.liveforfitness.co.uk/,Nutrition,,carol@liveforfitness.co.uk,,"17 Kingfield Gardens, Woking GU22 9DY, UK",,,2,Focus on fitness training rather than clinical or therapeutic services,wellness,07760 661837,5/5 (21 reviews),,,unit8,website,missing_name,,false,,info@liveforfitness.co.uk,Live For; Carol Winterborne,carol@liveforfitness.co.uk; live.for@liveforfitness.co.uk; l.for@liveforfitness.co.uk; live@liveforfitness.co.uk; for@liveforfitness.co.uk; live_for@liveforfitness.co.uk; livefor@liveforfitness.co.uk; livef@liveforfitness.co.uk; lf@liveforfitness.co.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
Intuitive Nutrition - Registered Dietitian & Nutritionist,https://www.intunutrition.com/,Nutrition,,havina@intunutrition.com,https://uk.linkedin.com/in/shavina-patel-45546277,"Upper Chobham Rd, Camberley GU15 1ET, UK",,,6,Currently home-based looking to upgrade to a professional space,wellness,07785 568235,5/5 (17 reviews),,,unit8,website,missing_name,,false,,info@intunutrition.com,Intuitive Nutrition; Bespoke Meal Plans; Healthy Vegan Salad; Making Green Juice,havina@intunutrition.com; intuitive.nutrition@intunutrition.com; i.nutrition@intunutrition.com; intuitive@intunutrition.com; nutrition@intunutrition.com; intuitive_nutrition@intunutrition.com; intuitivenutrition@intunutrition.com; intuitiven@intunutrition.com; in@intunutrition.com,; ; ; ,TRUE,,,,,,,,,,,,,,,,,,
The Performance Plate,https://www.theperformanceplate.co.uk/,Nutrition,,theperformanceplate@gmail.com,,"Hamm Moor Ln, Addlestone KT15 2SD, UK",,,6,"Wellness coaching and nutrition focus, suitable for a small professional space.",wellness,,5/5 (33 reviews),,,unit8,website,missing_name,,false,,info@theperformanceplate.co.uk,Sports Nutrition; Premium Performance Package; Citrus Fruits,sports.nutrition@theperformanceplate.co.uk; s.nutrition@theperformanceplate.co.uk; sports@theperformanceplate.co.uk; nutrition@theperformanceplate.co.uk; sports_nutrition@theperformanceplate.co.uk; sportsnutrition@theperformanceplate.co.uk; sportsn@theperformanceplate.co.uk; sn@theperformanceplate.co.uk,; ; ,TRUE,,,,,,,,,,,,,,,,,,
Hope Rehab Physiotherapy and Rehabilitation Clinic,https://www.hoperehab.co.uk/,Physiotherapy,,viji@hoperehab.co.uk,,"93 Wey Hill, Haslemere GU27 1HS, UK",,,9,"Physiotherapy requires clinical space, making it highly suitable for Unit 8.",clinic-target,07770 586563,5/5 (2 reviews),,,unit8,website,missing_name,,false,false,info@hoperehab.co.uk,Consultant Neuropsychologist Testimonial; Consultant Respiratory Nurse; Consultant Neuropsychologist,viji@hoperehab.co.uk; consultant.testimonial@hoperehab.co.uk; c.testimonial@hoperehab.co.uk; consultant@hoperehab.co.uk; testimonial@hoperehab.co.uk; consultant_testimonial@hoperehab.co.uk; consultanttestimonial@hoperehab.co.uk; consultantt@hoperehab.co.uk; ct@hoperehab.co.uk,; ; ,TRUE,,,,,,both,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Consultant Neuropsychologist Testimonial; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Heathercroft Osteopaths,http://www.heathercroftosteopaths.co.uk/,Osteopathy,,,,"10 Pine View Cl, Haslemere GU27 1DU, UK",,,9,Requires clinical space for osteopathy practice,clinic-target,01428 643804,5/5 (6 reviews),,,unit8,companies_house,incomplete,,,false,info@heathercroftosteopaths.co.uk,,,,,,,,,,generic,,,,,,1,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'fallback_page_pat; cleanup_fake_removed:Heathercroft Osteopaths; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,fallback,,
Lisle Medical Private GP - Haslemere,http://www.lislemedical.com/,General Wellness,,,,"23 West St, Haslemere GU27 2AB, UK",,,9,Private GP practice requiring a professional clinical space for client consultations,clinic-target,01730 202345,4.8/5 (24 reviews),,,unit8,companies_house,incomplete,,false,false,contact@lislemedical.com,Charlotte Burton,charlotte.burton@lislemedical.com; c.burton@lislemedical.com; charlotteb@lislemedical.com; cb@lislemedical.com; burton@lislemedical.com; charlotte@lislemedical.com; charlotte_burton@lislemedical.com; charlotteburton@lislemedical.com,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Lisle Medical; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Haslemere Health Centre,https://www.haslemerehc.nhs.uk/,General Wellness,,,,"Church Ln, Haslemere GU27 2BQ, UK",,,1,"NHS clinic, not suitable for a small professional space",clinic-target,01428 748206,4.1/5 (118 reviews),,,unit8,not_found,incomplete,,,,info@haslemerehc.nhs.uk,Appointments Prescriptions,appointments.prescriptions@haslemerehc.nhs.uk; a.prescriptions@haslemerehc.nhs.uk; appointments@haslemerehc.nhs.uk; prescriptions@haslemerehc.nhs.uk; appointments_prescriptions@haslemerehc.nhs.uk; appointmentsprescriptions@haslemerehc.nhs.uk; appointmentsp@haslemerehc.nhs.uk; ap@haslemerehc.nhs.uk,,FALSE,,,,,,,,,,,,,,,,,,
Holy Cross Hospital,http://www.holycross.org.uk/,Physiotherapy,,,,"Hindhead Rd, Haslemere GU27 1NQ",,,1,"NHS or public sector clinic, not suitable for small professional space",clinic-target,01428 643311,3.8/5 (12 reviews),,,unit8,not_found,incomplete,,,,info@holycross.org.uk,Holy Cross; Chief Executive; Sister Trustee,holy.cross@holycross.org.uk; h.cross@holycross.org.uk; holy@holycross.org.uk; cross@holycross.org.uk; holy_cross@holycross.org.uk; holycross@holycross.org.uk; holyc@holycross.org.uk; hc@holycross.org.uk,"; Sister Trustee, representing the owners of the Hospital.; ",TRUE,,,,,,,,,,,,,,,,,,
"Eva - Evgenija Donovska Counselling, Psychotherapy and Yoga for well-being",https://www.evdonovskacounselling.com/,Counselling and Wellness,,,,"32 West St, Haslemere GU27 2AB, UK",,,9,"Suitable for psychotherapy and wellness practices, client-facing space ideal for counselling and yoga sessions.",wellness,07503 101376,,,,unit8,not_found,incomplete,,,,info@evdonovskacounselling.com,,,,,,,,,,,,,,,,,,,,,,
Tilney Therapy,https://www.tilneytherapy.co.uk/,Mental Health,,,,"32 West St, Haslemere GU27 2AB, UK",,,9,Suitable for client-facing health/wellness practices,wellness,,,,,unit8,companies_house,incomplete,,,false,info@tilneytherapy.co.uk,Victoria Road,christy@tilneytherapy.co.uk; victoria.road@tilneytherapy.co.uk; v.road@tilneytherapy.co.uk; victoriar@tilneytherapy.co.uk; vr@tilneytherapy.co.uk; road@tilneytherapy.co.uk; victoria@tilneytherapy.co.uk; victoria_road@tilneytherapy.co.uk; victoriaroad@tilneytherapy.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
HER Hypnotherapy,https://www.herhypnotherapy.co.uk/,Mental Health,,harriet@herhypnotherapy.co.uk,,"Marley Ln, Haslemere GU27 3RG, UK",,,9,"Hypnotherapy is a client-facing health practice that fits well in a quiet, professional space.",wellness,07947 304717,5/5 (9 reviews),,,unit8,website,missing_name,,false,false,info@herhypnotherapy.co.uk,Marley Lane; Social Media; Woman Artist; Sports Facility; Harriet Roberts,harriet@herhypnotherapy.co.uk; marley.lane@herhypnotherapy.co.uk; m.lane@herhypnotherapy.co.uk; marley@herhypnotherapy.co.uk; lane@herhypnotherapy.co.uk; marley_lane@herhypnotherapy.co.uk; marleylane@herhypnotherapy.co.uk; marleyl@herhypnotherapy.co.uk; ml@herhypnotherapy.co.uk,; ; ; ; ,TRUE,,,,,,both,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Marley Lane; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Soul Sight Therapy,http://www.soulsighttherapy.co.uk/,Massage Therapy,,,,"West St, Haslemere GU27 2AD, UK",,,9,Ideal for client-facing wellness practice with a focus on massage therapy.,wellness,07730 769833,5/5 (7 reviews),,,unit8,not_found,incomplete,,,,info@soulsighttherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
SOPILATES&BARRE,http://www.sopilatesandbarre.com/,Yoga/Pilates,,,,"Homelands Copse, Haslemere GU27 3JQ, UK",15,,6,Wellness-focused but may outgrow the space due to fitness classes,wellness,07912 345054,5/5 (1 reviews),,,unit8,not_found,incomplete,,,,info@sopilatesandbarre.com,Postnatal Pilates,postnatal.pilates@sopilatesandbarre.com; p.pilates@sopilatesandbarre.com; postnatal@sopilatesandbarre.com; pilates@sopilatesandbarre.com; postnatal_pilates@sopilatesandbarre.com; postnatalpilates@sopilatesandbarre.com; postnatalp@sopilatesandbarre.com; pp@sopilatesandbarre.com,,FALSE,,,,,,,,,,,,,,,,,,
Mobile Pilates,http://www.mobilepilates.co.uk/,Yoga/Pilates,,siobhan1901@gmail.com,,"Fernhurst, Haslemere GU27 3EH, UK",,,6,Mobile Pilates may benefit from a professional space but is primarily fitness-focused.,wellness,07484 617609,4.9/5 (7 reviews),,,unit8,website,missing_name,,false,,info@mobilepilates.co.uk,Mobile Pilates; Adult Ballet Class,mobile.pilates@mobilepilates.co.uk; m.pilates@mobilepilates.co.uk; mobile@mobilepilates.co.uk; pilates@mobilepilates.co.uk; mobile_pilates@mobilepilates.co.uk; mobilepilates@mobilepilates.co.uk; mobilep@mobilepilates.co.uk; mp@mobilepilates.co.uk,; ,TRUE,,,,,,,,,,,,,,,,,,
